Sales Category,Item Name,Modifier,,Avg Price,Quantity,Gross Sales,Discount Amount,Net Sales
Liquor,First Coast Martini,,,14,18,252,0,252,
Liquor,Rumplemiz,,,8,2,16,0,16,
Liquor,CROWN ROYAL,,,11,6,66,0,66,
Liquor,NEGRONI,,,12.8125,17,218,0,218,
Liquor,KETEL ONE,,,10.6,17,176,10,166,
Liquor,TEMPLETON RYE,,,15,1,15,0,15,
Liquor,BACARDI WHITE,,,10.875,6,63,0,63,
Liquor,HENDRICKS,,,12.5,4,50,0,50,
Liquor,Montenegro NY Sour,,,14,5,70,14,56,
Liquor,REDEMPTION RYE,,,14,2,28,0,28,
Liquor,CHARTREUSE GREEN,,,13.666666666666666,5,65,6,59,
Liquor,MILAGRO REPO,,,12.5,5,59,28.5,30.5,
Liquor,Bellini,,,13,4,52,0,52,
Liquor,CLAZE AZUL REPO,,,35,10,350,0,350,
Liquor,LIMONCELLO,,,8.2,9,75,8,67,
Liquor,LICOR 43,,,8,2,16,0,16,
Liquor,JAMESON IRISH,,,10,6,60,0,60,
Liquor,Don Fulano Repo,,,17.363636363636363,34,574,0,574,
Liquor,BRANCAMENTA,,,10,4,40,0,40,
Liquor,Buffalo Trace,,,11,17,187,0,187,
Liquor,BAILEYS,,,9,5,45,0,45,
Liquor,Paper Plane,,,15,16,240,0,240,
Liquor,Don Fulano Blanco,,,14,5,70,14,56,
Liquor,DISARONNO AMARETTO,,,12,4,48,0,48,
Liquor,GREY GOOSE,,,13,8,116,0,116,
Liquor,JACK DANIELS,,,9.083333333333334,24,219,0,219,
Liquor,904 Collins,,,14,9,126,0,126,
Liquor,BORGHETTI,,,8,9,72,0,72,
Liquor,STOLI CITROS,,,12,1,12,0,12,
Liquor,DJ 1942,,,31.5,3,96,0,96,
Liquor,CASAMIGOS REPO,,,20.555555555555557,5,101,19,82,
Liquor,Vesper,,,19,1,19,0,19,
Liquor,GRAND MARNIER,,,10,9,90,0,90,
Liquor,Boulevardier,,,13,2,26,0,26,
Liquor,PATRON SILVER,,,12.3,7,87,0,87,
Liquor,Spritz on the beach,,,14,1,14,0,14,
Liquor,BOMBAY SAPPHIRE,,,10,1,10,0,10,
Liquor,Glenfiddich 12yr,,,15,4,60,0,60,
Liquor,Hugo spritz,,,14,4,56,0,56,
Liquor,Dry Daquiri,,,14,1,14,0,14,
Liquor,MONTENEGRO AMARO,,,8,1,8,0,8,
Liquor,PATRON REPO,,,20,1,20,0,20,
Liquor,ANGELS ENVY,,,14,2,28,0,28,
Liquor,Atlantic Spritz,,,13,3,39,0,39,
Liquor,El Guapo,,,13,4,52,0,52,
Liquor,Don Fulano Anejo,,,22,3,66,0,66,
Liquor,Patron XO,,,14.333333333333334,2,26,0,26,
Liquor,BELVEDERE,,,12.5,2,25,0,25,
Liquor,BOTANIST,,,10,4,40,20,20,
Liquor,LUCANO AMARO,,,10,1,10,5,5,
Liquor,Captain Morgan,,,9,2,18,0,18,
Liquor,SKYY,,,9,1,9,0,9,
Liquor,Tequila Smokey 'n' Hot,,,13,1,13,0,13,
Liquor,Tullamore Dew,,,9,1,9,0,9,
Wine,,,,25.37,342,8678,576,8102,
Wine,Btl Morellino Scansano Pupille,,,52,4,208,0,208,
Wine,Gls Sauv Blanc F.Sardi,,,15,20,300,0,300,
Wine,Gls Cab Sauv-Bull by the Horns,,,15,36,540,15,525,
Wine,Glass Baby Amarone-Masi,,,17,5,85,0,85,
Wine,Btl Montepulciano Fantini,,,49,4,196,49,147,
Wine,Btl Chianti Clas Rsv Lamole,,,78,2,156,0,156,
Wine,Sample,,,0,21,0,0,0,
Wine,Gls Syltbar Rose,,,14,3,42,0,42,
Wine,Gls Pinot Noir Oregon T.,,,15,26,390,0,390,
Wine,Gls Morellino Pupille,,,15,7,105,0,105,
Wine,Gls Prosecco-Cin Cin,,,12,18,216,36,180,
Wine,Gls Rose-Fattoria Sardi,,,14,7,98,0,98,
Wine,Gls Pinot Grigio-Zenato,,,13,22,286,0,286,
Wine,Btl Cab Sauv Bull by the Horns,,,58,4,232,0,232,
Wine,Gls Montepulciano Fantini,,,13,10,130,0,130,
Wine,Gls Super Tuscan Villa Antinori,,,16,48,768,0,768,
Wine,Btl Prosecco- Cin Cin,,,42,5,210,0,210,
Wine,Btl Valpolicella Zenato,,,54,2,108,0,108,
Wine,Gls Moscato-Marenco,,,14,19,266,0,266,
Wine,Btl Pinot Grigio Zenato,,,42,5,210,21,189,
Wine,Btl Pinot Noir Oregon,,,58,6,348,58,290,
Wine,Gls Vermentino-Argiolas,,,13,8,104,0,104,
Wine,Btl Brunello Di Montalcino nova,,,194,2,388,0,388,
Wine,Btl Nebbiolo-Prunotto,,,66,3,198,0,198,
Wine,Btl Barolo-Prunotto,,,156,4,624,78,546,
Wine,Btl Cutrer Chardonnay,,,54,4,216,0,216,
Wine,Btl Rose Fattoria Sardi,,,56,1,56,0,56,
Wine,Btl Super Tuscan-Antinori,,,56,5,280,28,252,
Wine,Btl Falanghina Terredora,,,48,1,48,0,48,
Wine,Btl Vermentino Argiolas,,,52,4,208,26,182,
Wine,Btl Sauv Blanc F.Sardi,,,60,4,240,30,210,
Wine,Gls Chardonnay-Cutter,,,15,10,150,0,150,
Wine,Btl Baby Amarone-Masi,,,66,1,66,33,33,
Wine,Btl Barbera D alba-Massolini,,,63,1,63,31.5,31.5,
Wine,Btl Cab Sauv Bella Union,,,115,2,230,57.5,172.5,
Wine,Btl Negroamaro San Marzano,,,82,1,82,41,41,
Wine,Gls Pecorino-Zite,,,13,4,52,0,52,
Wine,Btl Merlot-Rutherford Hills,,,72,1,72,36,36,
Wine,CORK FEE,,,35,3,105,0,105,
Wine,Gls Nebbiolo-Prunotto,,,18,4,72,0,72,
Wine,Btl Amarone Riserva Masi,,,198,1,198,0,198,
Wine,Btl Chianti Macie RSV,,,72,1,72,36,36,
Wine,Gls Falanghina-Terredora,,,13,2,26,0,26,
Wine,Btl Cab Sauv Caymus,,,234,1,234,0,234,
NA Beverage,,,,5.74,144,826.98,18,808.98,
NA Beverage,Mocktail,,,8,12,96,0,96,
NA Beverage,Club Soda,,,4.5,2,9,0,9,
NA Beverage,Panna,,,7,19,133,0,133,
NA Beverage,San Pellegrino,,,7,33,231,0,231,
NA Beverage,Coke (can),,,4.5,17,76.5,0,76.5,
NA Beverage,Diet Coke (can),,,4.498571428571428,25,112.48,0,112.48,
NA Beverage,Fresh Lemonade,,,5,4,20,0,20,
NA Beverage,Ice tea,,,4.5,17,76.5,13.5,63,
NA Beverage,Shirley Temple,,,5.5,5,27.5,0,27.5,
NA Beverage,Sprite (can),,,4.5,6,27,4.5,22.5,
NA Beverage,Aranciata San Pellegrino,,,4.5,2,9,0,9,
NA Beverage,Limonata San Pellegrino,,,4.5,1,4.5,0,4.5,
NA Beverage,Ginger Ale,,,4.5,1,4.5,0,4.5,
No Sales Category,,,,0,102,0,0,0,
No Sales Category,**HOLD FOR FIRE**,,,0,8,0,0,0,
No Sales Category,_____________,,,0,3,0,0,0,
No Sales Category,**FIRE**,,,0,35,0,0,0,
No Sales Category,FIRE Third Course,,,0,3,0,0,0,
No Sales Category,FIRE Second Course,,,0,53,0,0,0,
Beer,,,,7.29,115,838,7,831,
Beer,Raging Blonde,,,8,15,120,0,120,
Beer,Menabrea,,,7,84,588,7,581,
Beer,Southern Swells,,,9,8,72,0,72,
Beer,NA Peroni,,,7,6,42,0,42,
Beer,GRN Room choc Porter,,,8,1,8,0,8,
Beer,High Head GRN Room,,,8,1,8,0,8,
Coffee,,,,4.13,26,107.5,0,107.5,
Coffee,Cappuccino,,,6,3,18,0,18,
Coffee,Espresso,,,4,4,16,0,16,
Coffee,Hot tea,,,3.5,5,17.5,0,17.5,
Coffee,Americano,,,3,7,21,0,21,
Coffee,DBL Espresso,,,5,6,30,0,30,
Coffee,Macchiato,,,5,1,5,0,5,
Food: Deli To Go (No Tax),,,,10,2,20,0,20,
Food: Deli To Go (No Tax),Galletti Cookies,,,6,1,6,0,6,
Food: Deli To Go (No Tax),Mozzarella di Bufala,,,14,1,14,0,14,
Retail,,,,36,3,108,0,108,
Retail,Pandoro Zabaione,,,36,1,36,0,36,
Retail,Pandoro Classico,,,36,1,36,0,36,
Retail,Pandoro Cioccolato,,,36,1,36,0,36,
