Sales Category,Item Name,Modifier,,Avg Price,Quantity,Gross Sales,Discount Amount,Net Sales
Liquor,House old Fashioned,,,14,60,840,28,812,
Liquor,Aperol Spritz,,,13,13,169,0,169,
Liquor,MAKERS MARK,,,10,9,90,0,90,
Liquor,Tequila Smokey 'n' Hot,,,13,5,65,0,65,
Liquor,904 Collins,,,14,13,182,0,182,
Liquor,El Guapo,,,13,4,52,0,52,
Liquor,Bellini,,,13,9,117,0,117,
Liquor,Espresso Martini,,,16.087387387387388,149,2399,120,2279,
Liquor,Michter's 10yr Bourbon,,,50,1,50,0,50,
Liquor,MILAGRO SLVR,,,11.25,5,54,18,36,
Liquor,CROWN ROYAL,,,11,7,77,0,77,
Liquor,Boulevardier,,,13,3,39,0,39,
Liquor,BAILEYS,,,9,1,9,0,9,
Liquor,WHISTLEPIG RYE 10 Yr,,,28,2,56,0,56,
Liquor,KETEL ONE,,,17,1,17,0,17,
Liquor,Hugo spritz,,,14,9,126,0,126,
Liquor,ANGELS ENVY RYE,,,28,2,56,0,56,
Liquor,Don Fulano Blanco,,,21,4,84,0,84,
Liquor,BACARDI WHITE,,,12,1,12,0,12,
Liquor,MONTENEGRO AMARO,,,8,5,40,16,24,
Liquor,GREY GOOSE,,,13.5,4,64,0,64,
Liquor,PIMMS,,,13,1,13,0,13,
Liquor,CASAMIGOS MEZCAL,,,24,1,24,0,24,
Liquor,MILAGRO REPO,,,11.666666666666666,4,52,9,43,
Liquor,400 CONEJOS MEZCAL,,,12,2,24,0,24,
Liquor,BOMBAY Dry,,,12.333333333333334,3,37,0,37,
Liquor,BOTANIST,,,10,2,20,0,20,
Liquor,CASAMIGOS BLNC,,,16.5,8,132,0,132,
Liquor,Don Fulano Repo,,,20.5,6,123,19.5,103.5,
Liquor,NONINO GRAPPA CHARDONNAY,,,12,1,12,0,12,
Liquor,RON ZACAPA  23YR,,,18,1,18,0,18,
Liquor,HH Tito's Martini,,,8,1,8,0,8,
Liquor,Vesper,,,19,2,38,0,38,
Liquor,HENDRICKS,,,12.5,2,25,0,25,
Liquor,Stoli Elit,,,20,2,40,0,40,
Liquor,ANGELS ENVY,,,14,1,14,0,14,
Liquor,Atlantic Spritz,,,13,4,52,0,52,
Liquor,CHARTREUSE GREEN,,,12,1,12,0,12,
Liquor,SAMBUCA,,,9,1,9,0,9,
Wine,,,,30.25,245.999999,7441.49,967.5,6473.99,
Wine,Btl Morellino Scansano Pupille,,,52,1,52,26,26,
Wine,Gls Sauv Blanc F.Sardi,,,15,13,195,15,180,
Wine,Btl Ripassa-Zenato,,,78,7,546,117,429,
Wine,Btl Valpolicella Zenato,,,54,1,54,0,54,
Wine,Gls Moscato-Marenco,,,14,2,28,0,28,
Wine,Glass Baby Amarone-Masi,,,14.166666666666666,5,85,17,68,
Wine,Btl Pecorino- D'aligi,,,52,1,52,26,26,
Wine,Btl Montepulciano Fantini,,,49,3,147,24.5,122.5,
Wine,CORK FEE,,,35,2,70,0,70,
Wine,Btl Salina Bianco Colosi,,,66,3,198,99,99,
Wine,Gls Nebbiolo-Prunotto,,,15.75,12,216,18,198,
Wine,Btl Movia IL Sauvignon,,,70,1,70,35,35,
Wine,Sample,,,0,8,0,0,0,
Wine,Btl Brunello Di Montalcino nova,,,194,1,194,97,97,
Wine,Btl Ca' Del Bosco 375 Ml,,,39,2,78,0,78,
Wine,Btl Le Volte-Ornellaia,,,84,2,168,42,126,
Wine,Gls Morellino Pupille,,,15,10,150,0,150,
Wine,Btl Nebbiolo No Name,,,128,4,512,64,448,
Wine,Btl Tignanello Antinori,,,298,2,596,0,596,
Wine,Gls Prosecco-Cin Cin,,,12,17,204,72,132,
Wine,Btl Super Tuscan-Antinori,,,60,1,60,30,30,
Wine,Btl Merlot Emmolo,,,72,1,72,36,36,
Wine,Btl Cab Sauv Bull by the Horns,,,58,4,232,58,174,
Wine,Btl Vermentino Argiolas,,,51.995025995026,1.999999,103.99,26,77.99,
Wine,Btl Sauv Blanc F.Sardi,,,60,5,300,90,210,
Wine,Btl Rose Whispering Angel,,,60,1,60,30,30,
Wine,Btl Prosecco- Cin Cin,,,42,2,84,21,63,
Wine,White Wine Special,,,66,0,0,0,0,
Wine,Gls Cab Sauv-Bull by the Horns,,,15,13,195,0,195,
Wine,Btl Greco di Tufo- Terredora,,,66,3,198,0,198,
Wine,Gls Chardonnay-Cutter,,,15,4,60,0,60,
Wine,Gls Mosole Tai,,,13,5,65,0,65,
Wine,Btl Baby Amarone-Masi,,,66,1,66,0,66,
Wine,Gls Pinot Noir Oregon T.,,,15,15,225,0,225,
Wine,Gls Vermentino-Argiolas,,,13,6,78,0,78,
Wine,Btl Cab Sauv Bella Union,,,115,1,115,0,115,
Wine,Gls Primitivo San Marzano,,,13,6,78,0,78,
Wine,Btl Cab Sauv Stags Artemis,,,188,1,188,0,188,
Wine,Gls Pinot Grigio-Zenato,,,10.833333333333334,8,97.5,0,97.5,
Wine,Gls Montepulciano Fantini,,,13,12,156,0,156,
Wine,Gls Super Tuscan Villa Antinori,,,16,26,416,0,416,
Wine,Gls Gavi-Villa Sparina,,,15,2,30,0,30,
Wine,Btl Brut Les Allies,,,48,1,48,0,48,
Wine,Gls Valpolicella-Zenato,,,7,1,7,0,7,
Wine,Btl Chianti Clas Rsv Lamole,,,78,2,156,0,156,
Wine,Btl Pinot Grigio Zenato,,,42,2,84,0,84,
Wine,Gls Syltbar Rose,,,14,3,42,0,42,
Wine,Btl Pinot Noir Oregon,,,58,3,174,0,174,
Wine,Gls Brut Les Allies,,,12,4,48,24,24,
Wine,Btl Banfi Chianti,,,68,1,68,0,68,
Wine,Gls Rose-Fattoria Sardi,,,14,4,56,0,56,
Wine,Btl Pinot Noir-Belle Glos,,,78,1,78,0,78,
Wine,Gls Chianti Clas Peppoli,,,15,6,90,0,90,
Wine,Btl Falanghina Terredora,,,48,2,96,0,96,
NA Beverage,,,,6.05,96,581,0,581,
NA Beverage,Mocktail,,,8,8,64,0,64,
NA Beverage,Panna,,,7,21,147,0,147,
NA Beverage,San Pellegrino,,,7,26,182,0,182,
NA Beverage,Coke (can),,,4.5,6,27,0,27,
NA Beverage,Fresh Lemonade,,,5,3,15,0,15,
NA Beverage,Cranberry Juice,,,4.5,1,4.5,0,4.5,
NA Beverage,Ice tea,,,4.5,6,27,0,27,
NA Beverage,Diet Coke (can),,,4.5,15,67.5,0,67.5,
NA Beverage,Sprite (can),,,4.5,6,27,0,27,
NA Beverage,Ginger Ale,,,4.5,1,4.5,0,4.5,
NA Beverage,Shirley Temple,,,5.5,2,11,0,11,
NA Beverage,Tonic Water,,,4.5,1,4.5,0,4.5,
No Sales Category,,,,0,104,0,0,0,
No Sales Category,**HOLD FOR FIRE**,,,0,10,0,0,0,
No Sales Category,_____________,,,0,3,0,0,0,
No Sales Category,**FIRE**,,,0,64,0,0,0,
No Sales Category,FIRE Second Course,,,0,26,0,0,0,
No Sales Category,FIRE Third Course,,,0,1,0,0,0,
Beer,,,,7.59,63,478,0,478,
Beer,GRN Room choc Porter,,,8,1,8,0,8,
Beer,Raging Blonde,,,8,18,144,0,144,
Beer,High Head GRN Room,,,8,4,32,0,32,
Beer,Menabrea,,,7,27,189,0,189,
Beer,Southern Swells,,,9,10,90,0,90,
Beer,HH Raging Blonde,,,5,3,15,0,15,
Food: Deli To Go (No Tax),,,,18,1,18,0,18,
Food: Deli To Go (No Tax),DELI Cotto,,,18,1,18,0,18,
Coffee,,,,4.21,14,59,0,59,
Coffee,Americano,,,3,5,15,0,15,
Coffee,Cappuccino,,,6,3,18,0,18,
Coffee,Espresso,,,4,4,16,0,16,
Coffee,DBL Espresso,,,5,2,10,0,10,
